Date,Expenses,Category,Amount,Municipality,Province,Region,ID
1-15-2020,Transportation,Survival,41,Quezon City,Metro Manila,National Capital Region,E2020-1
1-15-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-2
1-16-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-3
1-16-2020,Eating/Going Out,Optional,139,Quezon City,Metro Manila,National Capital Region,E2020-4
1-16-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-5
1-16-2020,Grocery,Survival,1174.93,Quezon City,Metro Manila,National Capital Region,E2020-6
1-18-2020,Home,Obligation,300,Quezon City,Metro Manila,National Capital Region,E2020-7
1-18-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-8
1-19-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-9
1-19-2020,Grocery,Survival,133.55,Quezon City,Metro Manila,National Capital Region,E2020-10
1-19-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-11
1-20-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-12
1-20-2020,Grocery,Survival,77.17,Quezon City,Metro Manila,National Capital Region,E2020-13
1-20-2020,Electricity/Water,Obligation,551,Quezon City,Metro Manila,National Capital Region,E2020-14
1-20-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-15
1-21-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-16
1-21-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-17
1-22-2020,Phone/Internet,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-18
1-22-2020,Eating/Going Out,Optional,96,Quezon City,Metro Manila,National Capital Region,E2020-19
1-22-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-20
1-22-2020,Transportation,Survival,46,Quezon City,Metro Manila,National Capital Region,E2020-21
1-23-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-22
1-23-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-23
1-23-2020,Grocery,Survival,174.75,Quezon City,Metro Manila,National Capital Region,E2020-24
1-24-2020,Clothing/Shoes/Personal Items,Optional,802,Quezon City,Metro Manila,National Capital Region,E2020-25
1-25-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-26
1-25-2020,Food/Drinks,Optional,15,Quezon City,Metro Manila,National Capital Region,E2020-27
1-26-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-28
1-26-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-29
1-27-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-30
1-27-2020,Grocery,Survival,119,Quezon City,Metro Manila,National Capital Region,E2020-31
1-27-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-32
1-28-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-33
1-28-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-34
1-29-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-35
1-29-2020,Phone/Internet,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-36
1-29-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-37
1-29-2020,Eating/Going Out,Optional,139,Quezon City,Metro Manila,National Capital Region,E2020-38
1-29-2020,Food/Drinks,Optional,15,Quezon City,Metro Manila,National Capital Region,E2020-39
1-29-2020,Grocery,Survival,88.3,Quezon City,Metro Manila,National Capital Region,E2020-40
1-30-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-41
1-31-2020,Grocery,Survival,940.05,Quezon City,Metro Manila,National Capital Region,E2020-42
1-31-2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-43
1-31-2020,Transportation,Survival,10,Quezon City,Metro Manila,National Capital Region,E2020-44
1-31-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-45
2-1-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-46
2-2-2020,Transportation,Survival,20,Quezon City,Metro Manila,National Capital Region,E2020-47
2-2-2020,Eating/Going Out,Optional,42,Quezon City,Metro Manila,National Capital Region,E2020-48
2-2-2020,Transportation,Survival,28,Quezon City,Metro Manila,National Capital Region,E2020-49
2-2-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-50
2-3-2020,Food/Drinks,Optional,30,Quezon City,Metro Manila,National Capital Region,E2020-51
2-3-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-52
2-3-2020,Grocery,Survival,96.35,Quezon City,Metro Manila,National Capital Region,E2020-53
2-3-2020,Transportation,Survival,45,Quezon City,Metro Manila,National Capital Region,E2020-54
2-4-2020,Food/Drinks,Obligation,30,Quezon City,Metro Manila,National Capital Region,E2020-55
2-4-2020,Eating/Going Out,Optional,89,Quezon City,Metro Manila,National Capital Region,E2020-56
2-4-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-57
2-4-2020,Debt repayment,Obligation,18,Quezon City,Metro Manila,National Capital Region,E2020-58
2-4-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-59
2-5-2020,Eating/Going Out,Optional,11,Quezon City,Metro Manila,National Capital Region,E2020-60
2-5-2020,Eating/Going Out,Optional,79,Quezon City,Metro Manila,National Capital Region,E2020-61
2-5-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-62
2-5-2020,Phone/Internet,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-63
2-5-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-64
2-6-2020,Food/Drinks,Optional,30,Quezon City,Metro Manila,National Capital Region,E2020-65
2-6-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-66
2-6-2020,Food/Drinks,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-67
2-7-2020,Food/Drinks,Optional,60,Quezon City,Metro Manila,National Capital Region,E2020-68
2-8-2020,Food/Drinks,Optional,24,Quezon City,Metro Manila,National Capital Region,E2020-69
2-8-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-70
2-9-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-71
2-9-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-72
2-9-2020,Food/Drinks,Optional,15,Quezon City,Metro Manila,National Capital Region,E2020-73
2-10-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-74
2-10-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-75
2-11-2020,Eating/Going Out,Optional,30,Quezon City,Metro Manila,National Capital Region,E2020-76
2-11-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-77
2-11-2020,Grocery,Survival,75,Quezon City,Metro Manila,National Capital Region,E2020-78
2-11-2020,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-79
2-11-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-80
2-12-2020,Food/Drinks,Optional,30,Quezon City,Metro Manila,National Capital Region,E2020-81
2-12-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-82
2-12-2020,Transportation,Survival,18,Quezon City,Metro Manila,National Capital Region,E2020-83
2-13-2020,Transportation,Survival,18,Quezon City,Metro Manila,National Capital Region,E2020-84
2-13-2020,Eating/Going Out,Optional,487,Quezon City,Metro Manila,National Capital Region,E2020-85
2-13-2020,Hair Cut,Survival,50,Quezon City,Metro Manila,National Capital Region,E2020-86
2-14-2020,Transportation,Survival,157,Quezon City,Metro Manila,National Capital Region,E2020-87
2-14-2020,Eating/Going Out,Optional,170,Quezon City,Metro Manila,National Capital Region,E2020-88
2-14-2020,Grocery,Survival,965.9,Quezon City,Metro Manila,National Capital Region,E2020-89
2-15-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-90
2-16-2020,Transportation,Optional,40,Quezon City,Metro Manila,National Capital Region,E2020-91
2-16-2020,Eating/Going Out,Optional,245,Quezon City,Metro Manila,National Capital Region,E2020-92
2-17-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-93
2-17-2020,Grocery,Survival,179.25,Quezon City,Metro Manila,National Capital Region,E2020-94
2-17-2020,Transportation,Survival,41,Quezon City,Metro Manila,National Capital Region,E2020-95
2-18-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-96
2-18-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-97
2-18-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-98
2-18-2020,Home,Obligation,200,Quezon City,Metro Manila,National Capital Region,E2020-99
2-19-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-100
2-19-2020,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-101
2-19-2020,Grocery,Survival,63.25,Quezon City,Metro Manila,National Capital Region,E2020-102
2-19-2020,Clothing/Shoes/Personal Items,Optional,665.15,Quezon City,Metro Manila,National Capital Region,E2020-103
2-20-2020,Food/Drinks,Optional,175,Quezon City,Metro Manila,National Capital Region,E2020-104
2-20-2020,Eating/Going Out,Optional,59,Quezon City,Metro Manila,National Capital Region,E2020-105
2-20-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-106
2-20-2020,Food/Drinks,Optional,25,Quezon City,Metro Manila,National Capital Region,E2020-107
2-20-2020,Garbage,Obligation,20,Quezon City,Metro Manila,National Capital Region,E2020-108
2-21-2020,Electricity/Water,Obligation,366,Quezon City,Metro Manila,National Capital Region,E2020-109
2-21-2020,Food/Drinks,Optional,37,Quezon City,Metro Manila,National Capital Region,E2020-110
2-22-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-111
2-23-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-112
2-23-2020,Grocery,Survival,135,Quezon City,Metro Manila,National Capital Region,E2020-113
2-23-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-114
2-23-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-115
2-24-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-116
2-24-2020,Food/Drinks,Survival,20,Quezon City,Metro Manila,National Capital Region,E2020-117
2-24-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-118
2-25-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-119
2-25-2020,Grocery,Survival,80.68,Quezon City,Metro Manila,National Capital Region,E2020-120
2-25-2020,Transportation,Survival,45,Quezon City,Metro Manila,National Capital Region,E2020-121
2-26-2020,Food/Drinks,Optional,30,Quezon City,Metro Manila,National Capital Region,E2020-122
2-26-2020,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-123
2-26-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-124
2-27-2020,Eating/Going Out,Optional,89,Quezon City,Metro Manila,National Capital Region,E2020-125
2-27-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-126
2-27-2020,Grocery,Survival,278.41,Quezon City,Metro Manila,National Capital Region,E2020-127
2-28-2020,Transportation,Survival,19,Quezon City,Metro Manila,National Capital Region,E2020-128
2-28-2020,Grocery,Survival,1055,Quezon City,Metro Manila,National Capital Region,E2020-129
2-28-2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-130
2-29-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-131
3-1-2020,Eating/Going Out,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-132
3-1-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-133
3-1-2020,Transportation,Survival,53,Quezon City,Metro Manila,National Capital Region,E2020-134
3-2-2020,Eating/Going Out,Optional,150,Quezon City,Metro Manila,National Capital Region,E2020-135
3-2-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-136
3-2-2020,Transportation,Survival,51,Quezon City,Metro Manila,National Capital Region,E2020-137
3-3-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-138
3-3-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-139
3-3-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-140
3-4-2020,Eating/Going Out,Optional,118,Quezon City,Metro Manila,National Capital Region,E2020-141
3-4-2020,Food/Drinks,Optional,15,Quezon City,Metro Manila,National Capital Region,E2020-142
3-4-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-143
3-4-2020,Phone/Internet,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-144
3-4-2020,Grocery,Survival,105.6,Quezon City,Metro Manila,National Capital Region,E2020-145
3-5-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-146
3-5-2020,Eating/Going Out,Optional,86,Quezon City,Metro Manila,National Capital Region,E2020-147
3-5-2020,Grocery,Survival,294.9,Quezon City,Metro Manila,National Capital Region,E2020-148
3-7-2020,Food/Drinks,Optional,45,Quezon City,Metro Manila,National Capital Region,E2020-149
3-7-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-150
3-8-2020,Eating/Going Out,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-151
3-8-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-152
3-8-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-153
3-9-2020,Food/Drinks,Optional,129,Quezon City,Metro Manila,National Capital Region,E2020-154
3-9-2020,Transportation,Survival,53,Quezon City,Metro Manila,National Capital Region,E2020-155
3-9-2020,Clothing/Shoes/Personal Items,Optional,178,Quezon City,Metro Manila,National Capital Region,E2020-156
3-9-2020,Transportation,Survival,52,Quezon City,Metro Manila,National Capital Region,E2020-157
3-10-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-158
3-10-2020,Clothing/Shoes/Personal Items,Optional,175,Quezon City,Metro Manila,National Capital Region,E2020-159
3-10-2020,Grocery,Survival,116,Quezon City,Metro Manila,National Capital Region,E2020-160
3-10-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-161
3-11-2020,Grocery,Survival,41,Quezon City,Metro Manila,National Capital Region,E2020-162
3-11-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-163
3-11-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-164
3-12-2020,Eating/Going Out,Optional,89,Quezon City,Metro Manila,National Capital Region,E2020-165
3-12-2020,Food/Drinks,Optional,99,Quezon City,Metro Manila,National Capital Region,E2020-166
3-12-2020,Transportation,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-167
3-12-2020,Grocery,Survival,87,Quezon City,Metro Manila,National Capital Region,E2020-168
3-12-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-169
3-13-2020,Transportation,Survival,18,Quezon City,Metro Manila,National Capital Region,E2020-170
3-13-2020,Grocery,Survival,900,Quezon City,Metro Manila,National Capital Region,E2020-171
3-13-2020,Personal care items (drugstore),Survival,827.5,Quezon City,Metro Manila,National Capital Region,E2020-172
3-13-2020,Eating/Going Out,Optional,119,Quezon City,Metro Manila,National Capital Region,E2020-173
3-14-2020,Food/Drinks,Optional,25,Quezon City,Metro Manila,National Capital Region,E2020-174
3-15-2020,Transportation,Survival,54,Quezon City,Metro Manila,National Capital Region,E2020-175
3-15-2020,Transportation,Survival,52,Quezon City,Metro Manila,National Capital Region,E2020-176
3-15-2020,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-177
3-17-2020,Transportation,Survival,18,Quezon City,Metro Manila,National Capital Region,E2020-178
3-17-2020,Grocery,Survival,650,Quezon City,Metro Manila,National Capital Region,E2020-179
3-18-2020,Phone/Internet,Optional,30,Quezon City,Metro Manila,National Capital Region,E2020-180
3-18-2020,Home,Obligation,200,Quezon City,Metro Manila,National Capital Region,E2020-181
3-19-2020,Entertainment/Subscriptions,Optional,159,Quezon City,Metro Manila,National Capital Region,E2020-182
3-19-2020,Food/Drinks,Optional,25,Quezon City,Metro Manila,National Capital Region,E2020-183
3-20-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-184
3-21-2020,Food/Drinks,Optional,45,Quezon City,Metro Manila,National Capital Region,E2020-185
3-23-2020,Grocery,Survival,937.35,Quezon City,Metro Manila,National Capital Region,E2020-186
3-23-2020,Phone/Internet,Optional,103,Quezon City,Metro Manila,National Capital Region,E2020-187
3-26-2020,Food/Drinks,Optional,23,Quezon City,Metro Manila,National Capital Region,E2020-188
3-28-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-189
3-28-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-190
3-29-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-191
3-31-2020,Grocery,Survival,958.32,Quezon City,Metro Manila,National Capital Region,E2020-192
4-1-2020,Entertainment/Subscriptions,Optional,159,Quezon City,Metro Manila,National Capital Region,E2020-193
4-1-2020,Food/Drinks,Optional,11,Quezon City,Metro Manila,National Capital Region,E2020-194
4-1-2020,Food/Drinks,Optional,6,Quezon City,Metro Manila,National Capital Region,E2020-195
4-2-2020,Others,Optional,5390.4,Quezon City,Metro Manila,National Capital Region,E2020-196
4-3-2020,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-197
4-4-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-198
4-4-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-199
4-5-2020,Phone/Internet,Optional,140,Quezon City,Metro Manila,National Capital Region,E2020-200
4-5-2020,Grocery,Survival,425.5,Quezon City,Metro Manila,National Capital Region,E2020-201
4-6-2020,Phone/Internet,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-202
4-9-2020,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-203
4-10-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-204
4-11-2020,Grocery,Survival,666.06,Quezon City,Metro Manila,National Capital Region,E2020-205
4-12-2020,Food/Drinks,Optional,10,Quezon City,Metro Manila,National Capital Region,E2020-206
4-13-2020,Food/Drinks,Optional,6,Quezon City,Metro Manila,National Capital Region,E2020-207
4-13-2020,Others,Optional,23,Quezon City,Metro Manila,National Capital Region,E2020-208
5-2-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-209
5-3-2020,Grocery,Survival,601.83,Quezon City,Metro Manila,National Capital Region,E2020-210
5-6-2020,Food/Drinks,Optional,23,Quezon City,Metro Manila,National Capital Region,E2020-211
5-9-2020,Food/Drinks,Optional,23,Quezon City,Metro Manila,National Capital Region,E2020-212
5-9-2020,Clothing/Shoes/Personal Items,Optional,469,Quezon City,Metro Manila,National Capital Region,E2020-213
5-9-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-214
5-10-2020,Grocery,Survival,1000,Quezon City,Metro Manila,National Capital Region,E2020-215
5-14-2020,Food/Drinks,Optional,26,Quezon City,Metro Manila,National Capital Region,E2020-216
5-15-2020,Grocery,Survival,1172.02,Quezon City,Metro Manila,National Capital Region,E2020-217
5-16-2020,Phone/Internet,Optional,85,Quezon City,Metro Manila,National Capital Region,E2020-218
5-16-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-219
5-17-2020,Phone/Internet,Optional,99,Quezon City,Metro Manila,National Capital Region,E2020-220
5-17-2020,Phone/Internet,Obligation,225,Quezon City,Metro Manila,National Capital Region,E2020-221
5-17-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-222
5-17-2020,Grocery,Survival,1000,Quezon City,Metro Manila,National Capital Region,E2020-223
5-18-2020,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2020-224
5-19-2020,Grocery,Survival,793.08,Quezon City,Metro Manila,National Capital Region,E2020-225
5-19-2020,Home,Obligation,300,Quezon City,Metro Manila,National Capital Region,E2020-226
5-20-2020,Food/Drinks,Survival,103,Quezon City,Metro Manila,National Capital Region,E2020-227
5-20-2020,Electricity/Water,Obligation,420,Quezon City,Metro Manila,National Capital Region,E2020-228
5-21-2020,Phone/Internet,Optional,20,Quezon City,Metro Manila,National Capital Region,E2020-229
5-22-2020,Clothing/Shoes/Personal Items,Optional,1044,Quezon City,Metro Manila,National Capital Region,E2020-230
5-22-2020,Food/Drinks,Optional,25,Quezon City,Metro Manila,National Capital Region,E2020-231
5-22-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-232
5-23-2020,Home,Obligation,200,Quezon City,Metro Manila,National Capital Region,E2020-233
5-23-2020,Food/Drinks,Survival,52,Quezon City,Metro Manila,National Capital Region,E2020-234
5-24-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-235
5-24-2020,Grocery,Survival,665.48,Quezon City,Metro Manila,National Capital Region,E2020-236
5-24-2020,Food/Drinks,Optional,6,Quezon City,Metro Manila,National Capital Region,E2020-237
5-25-2020,Phone/Internet,Optional,199,Quezon City,Metro Manila,National Capital Region,E2020-238
5-28-2020,Entertainment/Subscriptions,Optional,150,Quezon City,Metro Manila,National Capital Region,E2020-239
5-29-2020,Clothing/Shoes/Personal Items,Optional,259,Quezon City,Metro Manila,National Capital Region,E2020-240
5-29-2020,Grocery,Survival,604.26,Quezon City,Metro Manila,National Capital Region,E2020-241
5-29-2020,Food/Drinks,Optional,10,Quezon City,Metro Manila,National Capital Region,E2020-242
5-30-2020,Food/Drinks,Optional,10,Quezon City,Metro Manila,National Capital Region,E2020-243
6-1-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-244
6-3-2020,Grocery,Survival,1038.35,Quezon City,Metro Manila,National Capital Region,E2020-245
6-5-2020,Food/Drinks,Survival,113,Quezon City,Metro Manila,National Capital Region,E2020-246
6-6-2020,Food/Drinks,Optional,35,Quezon City,Metro Manila,National Capital Region,E2020-247
6-8-2020,Phone/Internet,Optional,199,Quezon City,Metro Manila,National Capital Region,E2020-248
6-9-2020,Grocery,Survival,815,Quezon City,Metro Manila,National Capital Region,E2020-249
6-12-2020,Food/Drinks,Optional,25,Quezon City,Metro Manila,National Capital Region,E2020-250
6-14-2020,Phone/Internet,Optional,199,Quezon City,Metro Manila,National Capital Region,E2020-251
6-14-2020,Grocery,Survival,850,Quezon City,Metro Manila,National Capital Region,E2020-252
6-15-2020,Phone/Internet,Optional,15,Quezon City,Metro Manila,National Capital Region,E2020-253
6-15-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-254
6-21-2020,Grocery,Survival,1000,Quezon City,Metro Manila,National Capital Region,E2020-255
6-22-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-256
6-24-2020,Entertainment/Subscriptions,Optional,344,Quezon City,Metro Manila,National Capital Region,E2020-257
6-24-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-258
6-25-2020,Food/Drinks,Optional,5,Quezon City,Metro Manila,National Capital Region,E2020-259
6-27-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-260
6-27-2020,Grocery,Survival,610.83,Quezon City,Metro Manila,National Capital Region,E2020-261
6-29-2020,Phone/Internet,Optional,199,Quezon City,Metro Manila,National Capital Region,E2020-262
7-1-2020,Electricity/Water,Obligation,522.72,Quezon City,Metro Manila,National Capital Region,E2020-263
7-2-2020,Phone/Internet,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-264
7-2-2020,Transportation,Survival,129,Quezon City,Metro Manila,National Capital Region,E2020-265
7-2-2020,Food/Drinks,Survival,119,Quezon City,Metro Manila,National Capital Region,E2020-266
7-3-2020,Transportation,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-267
7-3-2020,Others,Survival,170,Quezon City,Metro Manila,National Capital Region,E2020-268
7-3-2020,Grocery,Survival,310.3,Quezon City,Metro Manila,National Capital Region,E2020-269
7-3-2020,Magazines/Newspapers/Books,Optional,160,Quezon City,Metro Manila,National Capital Region,E2020-270
7-5-2020,Grocery,Survival,437,Quezon City,Metro Manila,National Capital Region,E2020-271
7-5-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-272
7-6-2020,Food/Drinks,Survival,130,Quezon City,Metro Manila,National Capital Region,E2020-273
7-7-2020,Food/Drinks,Survival,100,Quezon City,Metro Manila,National Capital Region,E2020-274
7-8-2020,Food/Drinks,Survival,99,Quezon City,Metro Manila,National Capital Region,E2020-275
7-8-2020,Apartment,Obligation,4000,Quezon City,Metro Manila,National Capital Region,E2020-276
7-9-2020,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2020-277
7-9-2020,Food/Drinks,Survival,86,Quezon City,Metro Manila,National Capital Region,E2020-278
7-10-2020,Transportation,Survival,59,Quezon City,Metro Manila,National Capital Region,E2020-279
7-10-2020,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2020-280
7-11-2020,Transportation,Survival,81,Quezon City,Metro Manila,National Capital Region,E2020-281
7-11-2020,Grocery,Survival,845.65,Quezon City,Metro Manila,National Capital Region,E2020-282
7-12-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-283
7-13-2020,Transportation,Survival,59,Quezon City,Metro Manila,National Capital Region,E2020-284
7-13-2020,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2020-285
7-14-2020,Transportation,Survival,59,Quezon City,Metro Manila,National Capital Region,E2020-286
7-14-2020,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2020-287
7-15-2020,Transportation,Survival,59,Quezon City,Metro Manila,National Capital Region,E2020-288
7-15-2020,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2020-289
7-16-2020,Transportation,Survival,59,Quezon City,Metro Manila,National Capital Region,E2020-290
7-16-2020,Food/Drinks,Optional,45,Quezon City,Metro Manila,National Capital Region,E2020-291
7-17-2020,Transportation,Survival,59,Quezon City,Metro Manila,National Capital Region,E2020-292
7-20-2020,Food/Drinks,Survival,67,Quezon City,Metro Manila,National Capital Region,E2020-293
7-20-2020,Grocery,Survival,80,Quezon City,Metro Manila,National Capital Region,E2020-294
7-20-2020,Transportation,Survival,94,Quezon City,Metro Manila,National Capital Region,E2020-295
7-21-2020,Food/Drinks,Survival,63,Quezon City,Metro Manila,National Capital Region,E2020-296
7-21-2020,Transportation,Survival,94,Quezon City,Metro Manila,National Capital Region,E2020-297
7-21-2020,Food/Drinks,Optional,198,Quezon City,Metro Manila,National Capital Region,E2020-298
7-22-2020,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2020-299
7-22-2020,Transportation,Survival,94,Quezon City,Metro Manila,National Capital Region,E2020-300
7-23-2020,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2020-301
7-24-2020,Food/Drinks,Survival,125,Quezon City,Metro Manila,National Capital Region,E2020-302
7-24-2020,Grocery,Survival,175,Quezon City,Metro Manila,National Capital Region,E2020-303
